,cleaned_review,cleaned_review_length,review_score
2898,this mouse has become my new best friend have arthritis which has severely affected my hands its extremely ergonomic in shape and usage the mouse is absolutely quiet as promised plus is easily used without huge amount of pressure from my fingers hand or wrist the mouse also moves very easily on my mouse pad with no glitches or hesitations my hands are grateful and so am another feature is the light additions which means it can be found anywhere in the dark also the aqua was an excellent choice in color for me as it does show against many darker colorsonce charged the battery is good for quite few days do use the mouse from four to eight hours daily and sometimes more have only had to charge the mouse once in the past week after using continuously for eight days actually it was still working but had become bit slow to react rather than wait for it to quit completely charged it during the night so it was ready in the morning for the next week am very glad chose to try this mouse my next purchase of mouse if or when needed will be repeat of this one in different color this is an unpaid and unsolicited review from grateful owner ,214,4.0
11702,they are awesome and great sound ,6,5.0
7840,it was easy to setup the mouse works perfectly and absolutely love the color change lighting ,16,5.0
2973,the mouse never turned on complete waste of money not happy,11,1.0
14543,not loud enough strange soud quality makes music sound wierd ,10,5.0
7930,i purchased the rose gold and it matches my airbook charges fast and lasts long time between charges glad bought this wireless mouse use it for hrs day days week ,30,5.0
1072,this mouse only worked for weeks then it died very disappointed,11,4.0
2889,i ordered this mouse in april and it no longer holds charge ,12,1.0
2427,i was surprised how good this mouse no regrets ,9,1.0
7756,this mouse feel different from others used it light comfortable and easy to control my hand doesn have stretch pain after using this mouse at work for whole shift not light the old one ,34,5.0
11256,the quality isn very good on these sound wasn the best either ,12,1.0
14920,great base and sound jbl best quality ,7,5.0
12984,so far it works well for what do which is just playing online with my friends but the mic works well and the sound quality is very good it the first headset ve ever bought but satisfied with the purchase ,40,5.0
12169,cable splitter for mic headset was defective,7,4.0
13250,perfect fo my sons video games comfy to wear ,9,5.0
14162,great colors and sound,4,5.0
11247,they have good sound quality and experience but the volume is little light hopefully that just my bad ears,19,5.0
